Gurobi 9.1.2 (linux64) logging started Sat Mar  5 17:55:33 2022

Gurobi Optimizer version 9.1.2 build v9.1.2rc0 (linux64)
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads
Optimize a model with 44541 rows, 44641 columns and 549941 nonzeros
Model fingerprint: 0x443d76b3
Model has 461881 quadratic objective terms
Coefficient statistics:
  Matrix range     [2e-04, 1e+00]
  Objective range  [8e-24, 1e-03]
  QObjective range [7e-07, 2e-05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Presolve removed 8441 rows and 8441 columns
Presolve time: 4.43s
Presolved: 36100 rows, 36200 columns, 509123 nonzeros
Presolved model has 372223 quadratic objective terms

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   39964    7.5887257e+00   0.000000e+00   3.147681e+03   2038s
   40066    7.5887257e+00   0.000000e+00   4.507613e+03   2053s
   40168    7.5887257e+00   0.000000e+00   4.416141e+03   2070s
   40270    7.5887257e+00   0.000000e+00   5.056593e+03   2086s
   40372    7.5887257e+00   0.000000e+00   8.992682e+03   2102s
   40474    7.5887257e+00   0.000000e+00   4.957997e+03   2118s
   40576    7.5887257e+00   0.000000e+00   4.587525e+03   2134s
   40678    7.5887257e+00   0.000000e+00   4.955321e+03   2151s
   40780    7.5887257e+00   0.000000e+00   5.145772e+03   2173s
   40882    7.5887257e+00   0.000000e+00   5.686808e+03   2190s
   40984    7.5887257e+00   0.000000e+00   5.670976e+03   2208s
   41086    7.5887257e+00   0.000000e+00   8.656022e+03   2225s
   41188    7.5887257e+00   0.000000e+00   7.879315e+03   2242s
   41290    7.5887257e+00   0.000000e+00   5.792490e+03   2260s
   41392    7.5887257e+00   0.000000e+00   7.742114e+03   2279s
   41494    7.5887257e+00   0.000000e+00   6.993524e+03   2296s
   41596    7.5887257e+00   0.000000e+00   1.107552e+04   2313s
   41698    7.5887257e+00   0.000000e+00   9.539194e+03   2331s
   41800    7.5887257e+00   0.000000e+00   1.598215e+04   2349s
   41902    7.5887257e+00   0.000000e+00   1.525413e+04   2366s
   42004    7.5887257e+00   0.000000e+00   1.153283e+04   2385s
   42106    7.5887257e+00   0.000000e+00   9.729054e+03   2402s
   42208    7.5887257e+00   0.000000e+00   1.172513e+04   2419s
   42310    7.5887257e+00   0.000000e+00   1.528922e+04   2437s
   42412    7.5887257e+00   0.000000e+00   1.857078e+04   2455s
   42514    7.5887257e+00   0.000000e+00   1.930311e+04   2473s
   42616    7.5887257e+00   0.000000e+00   2.328893e+04   2492s
   42718    7.5887257e+00   0.000000e+00   1.157117e+04   2509s
   42820    7.5887257e+00   0.000000e+00   1.421445e+04   2527s
   42922    7.5887257e+00   0.000000e+00   1.346118e+04   2545s
   43024    7.5887257e+00   0.000000e+00   1.918106e+04   2564s
   43126    7.5887257e+00   0.000000e+00   2.595647e+04   2582s
   43228    7.5887257e+00   0.000000e+00   2.073746e+04   2600s
   43330    7.5887257e+00   0.000000e+00   3.410463e+04   2619s
   43432    7.5887257e+00   0.000000e+00   2.297039e+04   2636s
   43534    7.5887257e+00   0.000000e+00   1.933868e+04   2656s
   43636    7.5887257e+00   0.000000e+00   3.130760e+04   2674s
   43738    7.5887257e+00   0.000000e+00   2.274779e+04   2692s
   43840    7.5887257e+00   0.000000e+00   3.385131e+04   2712s
   43942    7.5887257e+00   0.000000e+00   2.223887e+04   2730s
   44044    7.5887257e+00   0.000000e+00   3.933786e+04   2748s
   44146    7.5887257e+00   0.000000e+00   2.503056e+04   2769s
   44248    7.5887257e+00   0.000000e+00   2.421864e+04   2788s
   44350    7.5887257e+00   0.000000e+00   3.705490e+04   2807s
   44452    7.5887257e+00   0.000000e+00   3.641175e+04   2825s
   44554    7.5887257e+00   0.000000e+00   5.072453e+04   2844s
   44656    7.5887257e+00   0.000000e+00   3.100866e+04   2863s
   44758    7.5887257e+00   0.000000e+00   7.550839e+04   2883s
   44860    7.5887257e+00   0.000000e+00   3.594290e+04   2903s
   44962    7.5887257e+00   0.000000e+00   3.134237e+04   2923s
   45064    7.5887257e+00   0.000000e+00   5.098173e+04   2942s
   45166    7.5887257e+00   0.000000e+00   5.233832e+04   2961s
   45268    7.5887257e+00   0.000000e+00   4.909269e+04   2980s
   45370    7.5887257e+00   0.000000e+00   4.421370e+04   3000s
   45472    7.5887257e+00   0.000000e+00   1.347181e+05   3018s
   45574    7.5887257e+00   0.000000e+00   4.834914e+04   3038s
   45676    7.5887257e+00   0.000000e+00   5.943631e+04   3058s
   45778    7.5887257e+00   0.000000e+00   5.432654e+04   3078s
   45880    7.5887257e+00   0.000000e+00   6.108302e+04   3099s
   45982    7.5887257e+00   0.000000e+00   6.103782e+04   3119s
   46084    7.5887257e+00   0.000000e+00   7.856282e+04   3139s
   46186    7.5887257e+00   0.000000e+00   8.632556e+04   3160s
   46288    7.5887257e+00   0.000000e+00   1.036351e+05   3180s
   46390    7.5887257e+00   0.000000e+00   6.158127e+04   3201s
   46492    7.5887370e+00   0.000000e+00   6.394239e+04   3222s
   46594    7.5887257e+00   0.000000e+00   7.074699e+04   3242s
   46696    7.5887257e+00   0.000000e+00   1.164581e+05   3263s
   46798    7.5887257e+00   0.000000e+00   8.512838e+04   3284s
   46900    7.5887257e+00   0.000000e+00   1.545366e+05   3304s
   47002    7.5887257e+00   0.000000e+00   9.172937e+04   3324s
   47104    7.5887257e+00   0.000000e+00   1.048864e+05   3345s
   47206    7.5887257e+00   0.000000e+00   1.145952e+05   3367s
   47308    7.5887257e+00   0.000000e+00   1.647515e+05   3388s
   47410    7.5887257e+00   0.000000e+00   1.440549e+05   3409s
   47512    7.5887257e+00   0.000000e+00   1.408553e+05   3429s
   47614    7.5887257e+00   0.000000e+00   2.159178e+05   3450s
   47716    7.5887257e+00   0.000000e+00   1.578700e+05   3470s
   47818    7.5887257e+00   0.000000e+00   1.219975e+05   3491s
   47920    7.5887257e+00   0.000000e+00   1.311591e+05   3512s
   48022    7.5887257e+00   0.000000e+00   1.712918e+05   3532s
   48124    7.5887257e+00   0.000000e+00   1.657360e+05   3553s
   48226    7.5887257e+00   0.000000e+00   1.832449e+05   3576s
   48328    7.5887257e+00   0.000000e+00   4.094703e+05   3597s
   48430    7.5887257e+00   0.000000e+00   2.012778e+05   3621s
