Gurobi 9.1.2 (linux64) logging started Fri Mar  4 21:12:47 2022

Gurobi Optimizer version 9.1.2 build v9.1.2rc0 (linux64)
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads
Optimize a model with 44740 rows, 44740 columns and 550635 nonzeros
Model fingerprint: 0xb6ac0efd
Model has 461881 quadratic objective terms
Variable types: 44640 continuous, 100 integer (100 binary)
Coefficient statistics:
  Matrix range     [2e-04, 1e+00]
  Objective range  [8e-24, 1e-03]
  QObjective range [7e-07, 2e-05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e+00, 2e+00]
Found heuristic solution: objective 24.0920649
Presolve removed 8441 rows and 8441 columns
Presolve time: 2.25s
Presolved: 36299 rows, 36299 columns, 509217 nonzeros
Presolved model has 372223 quadratic objective terms
Variable types: 36199 continuous, 100 integer (100 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
    2912    2.4092065e+01   0.000000e+00   6.344054e+03      5s
Warning: Markowitz tolerance tightened to 0.125
Warning: Markowitz tolerance tightened to 0.5
   32166    1.1859709e+01   0.000000e+00   3.250166e+02    530s
   32293    1.1859669e+01   0.000000e+00   5.638467e+02    537s
   32420    1.1859724e+01   0.000000e+00   3.963638e+02    544s
   32547    1.1859662e+01   0.000000e+00   4.464992e+02    550s
   32674    1.1859630e+01   0.000000e+00   3.416502e+02    557s
   32801    1.1859681e+01   0.000000e+00   5.865379e+02    565s
   32928    1.1859602e+01   0.000000e+00   3.423284e+02    571s
   33055    1.1859629e+01   0.000000e+00   5.294714e+02    578s
   33182    1.1859581e+01   0.000000e+00   5.018973e+02    586s
   33309    1.1859592e+01   0.000000e+00   4.654585e+02    593s
   33436    1.1859571e+01   0.000000e+00   3.197139e+02    600s
   33563    1.1859555e+01   0.000000e+00   4.868875e+02    607s
   33690    1.1859550e+01   0.000000e+00   3.560028e+02    615s
   33817    1.1859567e+01   0.000000e+00   6.403858e+02    622s
   33944    1.1859538e+01   0.000000e+00   3.363936e+02    629s
   34071    1.1859545e+01   0.000000e+00   6.225934e+02    636s
   34198    1.1859544e+01   0.000000e+00   6.254889e+02    644s
   34325    1.1859533e+01   0.000000e+00   5.320414e+02    651s
   34452    1.1859521e+01   0.000000e+00   4.596433e+02    659s
   34579    1.1859531e+01   0.000000e+00   1.048459e+03    666s
   34706    1.1859513e+01   0.000000e+00   3.997508e+02    673s
   34833    1.1859519e+01   0.000000e+00   1.003392e+03    681s
   34960    1.1859508e+01   0.000000e+00   4.255825e+02    688s
   35087    1.1859505e+01   0.000000e+00   6.972738e+02    696s
   35214    1.1859502e+01   0.000000e+00   3.944745e+02    704s
   35341    1.1859502e+01   0.000000e+00   8.605612e+02    711s
   35468    1.1859502e+01   0.000000e+00   4.643530e+02    719s
   35595    1.1859499e+01   0.000000e+00   1.255546e+03    727s
   35722    1.1859495e+01   0.000000e+00   4.623372e+02    740s
   35849    1.1859492e+01   0.000000e+00   1.042545e+03    748s
   35976    1.1859497e+01   0.000000e+00   4.707155e+02    756s
   36103    1.1859486e+01   0.000000e+00   9.034085e+02    763s
   36230    1.1859490e+01   0.000000e+00   6.490929e+02    771s
   36357    1.1859482e+01   0.000000e+00   1.413125e+03    779s
   36484    1.1859485e+01   0.000000e+00   6.848838e+02    787s
   36611    1.1859481e+01   0.000000e+00   1.273906e+03    795s
   36738    1.1859479e+01   0.000000e+00   9.144019e+02    803s
   36865    1.1859479e+01   0.000000e+00   1.816685e+03    811s
   36992    1.1859479e+01   0.000000e+00   1.017665e+03    819s
   37119    1.1859476e+01   0.000000e+00   1.898468e+03    827s
   37246    1.1859474e+01   0.000000e+00   1.245948e+03    835s
   37373    1.1859477e+01   0.000000e+00   2.455158e+03    843s
   37500    1.1859473e+01   0.000000e+00   7.399555e+02    851s
   37627    1.1859474e+01   0.000000e+00   1.821016e+03    859s
   37754    1.1860230e+01   0.000000e+00   1.141327e+03    867s
   37881    1.1860442e+01   0.000000e+00   3.729494e+03    876s
   38008    1.1860555e+01   0.000000e+00   1.217675e+03    885s
   38135    1.1859489e+01   0.000000e+00   5.453516e+03    894s
   38262    7.3913852e+00   0.000000e+00   2.420348e+01    904s
   38326    7.2875468e+00   0.000000e+00   0.000000e+00    913s

Root relaxation: objective 7.287547e+00, 38326 iterations, 909.42 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    7.28755    0  100   24.09206    7.28755  69.8%     -  913s
     0     0    7.30209    0  100   24.09206    7.30209  69.7%     -  946s
H    0     0                      12.3951816    7.30209  41.1%     -  984s
     0     0    7.30498    0  100   12.39518    7.30498  41.1%     - 1012s
     0     0    7.30847    0  100   12.39518    7.30847  41.0%     - 1049s
     0     0    7.30866    0  100   12.39518    7.30866  41.0%     - 1122s
     0     0    7.32949    0  100   12.39518    7.32949  40.9%     - 1156s
     0     0    7.34201    0  100   12.39518    7.34201  40.8%     - 1187s
     0     0    7.36401    0  100   12.39518    7.36401  40.6%     - 1241s
     0     0    7.40816    0  100   12.39518    7.40816  40.2%     - 1304s
     0     0    7.42542    0  100   12.39518    7.42542  40.1%     - 1380s
     0     0    7.44387    0  100   12.39518    7.44387  39.9%     - 1433s
     0     0    7.44529    0  100   12.39518    7.44529  39.9%     - 1489s
     0     0    7.45496    0  100   12.39518    7.45496  39.9%     - 1519s
     0     0    7.45542    0  100   12.39518    7.45542  39.9%     - 1581s
     0     0    7.46501    0  100   12.39518    7.46501  39.8%     - 1627s
     0     0    7.48788    0  100   12.39518    7.48788  39.6%     - 1684s
     0     0    7.49623    0  100   12.39518    7.49623  39.5%     - 1723s
     0     0    7.50563    0  100   12.39518    7.50563  39.4%     - 1795s
     0     0    7.50872    0  100   12.39518    7.50872  39.4%     - 1834s
     0     0    7.52445    0  100   12.39518    7.52445  39.3%     - 1875s
     0     0    7.58988    0  100   12.39518    7.58988  38.8%     - 1950s
     0     0    7.59860    0  100   12.39518    7.59860  38.7%     - 2023s
     0     0    7.61829    0  100   12.39518    7.61829  38.5%     - 2080s
     0     0    7.62033    0  100   12.39518    7.62033  38.5%     - 2157s
     0     0    7.62719    0  100   12.39518    7.62719  38.5%     - 2232s
     0     0    7.64125    0  100   12.39518    7.64125  38.4%     - 2278s
     0     0    7.65633    0  100   12.39518    7.65633  38.2%     - 2348s
     0     0    7.66923    0  100   12.39518    7.66923  38.1%     - 2405s
     0     0    7.66923    0  100   12.39518    7.66923  38.1%     - 2469s
     0     0    7.69547    0  100   12.39518    7.69547  37.9%     - 2507s
     0     0    7.72600    0  100   12.39518    7.72600  37.7%     - 2588s
     0     0    7.74854    0  100   12.39518    7.74854  37.5%     - 2640s
     0     0    7.75520    0  100   12.39518    7.75520  37.4%     - 2761s
     0     0    7.77004    0  100   12.39518    7.77004  37.3%     - 2829s
     0     0    7.77136    0  100   12.39518    7.77136  37.3%     - 2919s
     0     0    7.79120    0  100   12.39518    7.79120  37.1%     - 2984s
     0     0    7.79369    0  100   12.39518    7.79369  37.1%     - 3051s
     0     0    7.80475    0  100   12.39518    7.80475  37.0%     - 3131s
     0     0    7.81542    0  100   12.39518    7.81542  36.9%     - 3222s
     0     0    7.82623    0  100   12.39518    7.82623  36.9%     - 3321s
     0     0    7.84342    0  100   12.39518    7.84342  36.7%     - 3365s
     0     0    7.85540    0  100   12.39518    7.85540  36.6%     - 3434s
     0     0    7.85557    0  100   12.39518    7.85557  36.6%     - 3519s
     0     0    7.85987    0  100   12.39518    7.85987  36.6%     - 3564s
     0     0    7.85995    0  100   12.39518    7.85995  36.6%     - 3613s
     0     0    7.88089    0  100   12.39518    7.88089  36.4%     - 3698s
